Supplementary Data 2. The compiled data from 5 cores not providing semiquantitative results,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,Normalized value,,,,
ENDD1_HUMAN,0.000565931,3,0.26,NA,NA,NA,NA,NA,NA,13
RARR2_HUMAN,0.000188644,1,0.25,NA,NA,NA,NA,NA,NA,13
CD5L_HUMAN,0.000377287,2,0.25,NA,NA,NA,NA,NA,NA,13
GPIX_HUMAN,0.000188644,1,0.24,NA,NA,NA,NA,NA,NA,13
LUM_HUMAN,0.000377287,2,0.24,NA,NA,NA,NA,NA,NA,13
AMBP_HUMAN,0.000377287,2,0.24,NA,NA,NA,NA,NA,NA,13
CATA_HUMAN,0.000565931,3,0.24,NA,NA,NA,NA,NA,NA,13
MYL9_HUMAN,0.000188644,1,0.23,NA,NA,NA,NA,NA,NA,13
HLAB_HUMAN,0.000565931,2,0.23,NA,NA,NA,NA,NA,NA,13
TMOD1_HUMAN,0.000377287,2,0.23,NA,NA,NA,NA,NA,NA,13
ARC1B_HUMAN,0.000565931,2,0.23,NA,NA,NA,NA,NA,NA,13
PTTG_HUMAN,0.000188644,1,0.23,NA,NA,NA,NA,NA,NA,13
CSRP1_HUMAN,0.000188644,1,0.22,NA,NA,NA,NA,NA,NA,13
PTCA_HUMAN,0.000188644,1,0.22,NA,NA,NA,NA,NA,NA,13
RHOG_HUMAN,0.000188644,1,0.22,NA,NA,NA,NA,NA,NA,13
H12_HUMAN,0.000188644,1,0.22,NA,NA,NA,NA,NA,NA,13
APOD_HUMAN,0.000188644,1,0.22,NA,NA,NA,NA,NA,NA,13
RAC1_HUMAN,0.000188644,1,0.21,NA,NA,NA,NA,NA,NA,13
CO8A_HUMAN,0.000565931,3,0.21,NA,NA,NA,NA,NA,NA,13
AT2A3_HUMAN,0.001131862,5,0.21,NA,NA,NA,NA,NA,NA,13
PRAF3_HUMAN,0.000188644,1,0.21,NA,NA,NA,NA,NA,NA,13
ZN581_HUMAN,0.000188644,1,0.21,NA,NA,NA,NA,NA,NA,13
PRDX5_HUMAN,0.000188644,1,0.21,NA,NA,NA,NA,NA,NA,13
RAB10_HUMAN,0.000377287,1,0.2,NA,NA,NA,NA,NA,NA,13
CRIP2_HUMAN,0.000188644,1,0.2,NA,NA,NA,NA,NA,NA,13
BASP1_HUMAN,0.000188644,1,0.2,NA,NA,NA,NA,NA,NA,13
PEDF_HUMAN,0.000377287,2,0.2,NA,NA,NA,NA,NA,NA,13
A2MG_HUMAN,0.001509149,7,0.2,NA,NA,NA,NA,NA,NA,13
ATPO_HUMAN,0.000188644,1,0.2,NA,NA,NA,NA,NA,NA,13
SNP23_HUMAN,0.000188644,1,0.2,NA,NA,NA,NA,NA,NA,13
RAB5C_HUMAN,0.000188644,1,0.2,NA,NA,NA,NA,NA,NA,13
KLKB1_HUMAN,0.000565931,3,0.19,NA,NA,NA,NA,NA,NA,13
RALA_HUMAN,0.000188644,1,0.19,NA,NA,NA,NA,NA,NA,13
DBNL_HUMAN,0.000377287,2,0.19,NA,NA,NA,NA,NA,NA,13
SPP24_HUMAN,0.000188644,1,0.19,NA,NA,NA,NA,NA,NA,13
SEP11_HUMAN,0.000377287,2,0.19,NA,NA,NA,NA,NA,NA,13
SC22B_HUMAN,0.000188644,1,0.19,NA,NA,NA,NA,NA,NA,13
URP2_HUMAN,0.000754575,3,0.18,NA,NA,NA,NA,NA,NA,13
SEPT7_HUMAN,0.000377287,2,0.18,NA,NA,NA,NA,NA,NA,13
C1S_HUMAN,0.000943218,3,0.18,NA,NA,NA,NA,NA,NA,13
EPB42_HUMAN,0.000754575,3,0.18,NA,NA,NA,NA,NA,NA,13
K1C14_HUMAN,0.000565931,2,0.18,NA,NA,NA,NA,NA,NA,13
ANGL6_HUMAN,0.000377287,2,0.18,NA,NA,NA,NA,NA,NA,13
ACTN4_HUMAN,0.000754575,4,0.18,NA,NA,NA,NA,NA,NA,13
TM109_HUMAN,0.000188644,1,0.17,NA,NA,NA,NA,NA,NA,13
KAD2_HUMAN,0.000188644,1,0.17,NA,NA,NA,NA,NA,NA,13
LBP_HUMAN,0.000377287,2,0.17,NA,NA,NA,NA,NA,NA,13
TPIS_HUMAN,0.000188644,1,0.17,NA,NA,NA,NA,NA,NA,13
ACL10_HUMAN,0.000188644,1,0.17,NA,NA,NA,NA,NA,NA,13
CLIC1_HUMAN,0.000188644,1,0.17,NA,NA,NA,NA,NA,NA,13
WASF2_HUMAN,0.000377287,2,0.17,NA,NA,NA,NA,NA,NA,13
CFAD_HUMAN,0.000188644,1,0.17,NA,NA,NA,NA,NA,NA,13
PSA7_HUMAN,0.000188644,1,0.16,NA,NA,NA,NA,NA,NA,13
BAP31_HUMAN,0.000188644,1,0.16,NA,NA,NA,NA,NA,NA,13
PDIA1_HUMAN,0.000377287,2,0.16,NA,NA,NA,NA,NA,NA,13
CAH1_HUMAN,0.000188644,1,0.16,NA,NA,NA,NA,NA,NA,13
EMD_HUMAN,0.000188644,1,0.16,NA,NA,NA,NA,NA,NA,13
ERP29_HUMAN,0.000188644,1,0.16,NA,NA,NA,NA,NA,NA,13
FCG3A_HUMAN,0.000188644,1,0.15,NA,NA,NA,NA,NA,NA,13
ASCL5_HUMAN,0.000188644,1,0.15,NA,NA,NA,NA,NA,NA,13
GLU2B_HUMAN,0.000377287,2,0.15,NA,NA,NA,NA,NA,NA,13
PSA1_HUMAN,0.000188644,1,0.15,NA,NA,NA,NA,NA,NA,13
STX7_HUMAN,0.000188644,1,0.15,NA,NA,NA,NA,NA,NA,13
CH60_HUMAN,0.000377287,2,0.15,NA,NA,NA,NA,NA,NA,13
IBP5_HUMAN,0.000188644,1,0.15,NA,NA,NA,NA,NA,NA,13
SRC8_HUMAN,0.000377287,2,0.15,NA,NA,NA,NA,NA,NA,13
OAF_HUMAN,0.000188644,1,0.15,NA,NA,NA,NA,NA,NA,13
CO7_HUMAN,0.000565931,3,0.15,NA,NA,NA,NA,NA,NA,13
C1QBP_HUMAN,0.000188644,1,0.14,NA,NA,NA,NA,NA,NA,13
RSU1_HUMAN,0.000188644,1,0.14,NA,NA,NA,NA,NA,NA,13
IBP3_HUMAN,0.000188644,1,0.14,NA,NA,NA,NA,NA,NA,13
MLEC_HUMAN,0.000188644,1,0.14,NA,NA,NA,NA,NA,NA,13
TRML1_HUMAN,0.000188644,1,0.14,NA,NA,NA,NA,NA,NA,13
UBFD1_HUMAN,0.000188644,1,0.13,NA,NA,NA,NA,NA,NA,13
CRYM_HUMAN,0.000188644,1,0.13,NA,NA,NA,NA,NA,NA,13
STX4_HUMAN,0.000188644,1,0.13,NA,NA,NA,NA,NA,NA,13
EZRI_HUMAN,0.000377287,2,0.13,NA,NA,NA,NA,NA,NA,13
PRPS2_HUMAN,0.000188644,1,0.13,NA,NA,NA,NA,NA,NA,13
LRC59_HUMAN,0.000188644,1,0.13,NA,NA,NA,NA,NA,NA,13
RHG06_HUMAN,0.000565931,3,0.13,NA,NA,NA,NA,NA,NA,13
CD47_HUMAN,0.000188644,1,0.13,NA,NA,NA,NA,NA,NA,13
DREB_HUMAN,0.000377287,2,0.13,NA,NA,NA,NA,NA,NA,13
SFXN1_HUMAN,0.000188644,1,0.13,NA,NA,NA,NA,NA,NA,13
FHL1_HUMAN,0.000188644,1,0.12,NA,NA,NA,NA,NA,NA,13
AT2A1_HUMAN,0.000565931,3,0.12,NA,NA,NA,NA,NA,NA,13
LDHA_HUMAN,0.000188644,1,0.12,NA,NA,NA,NA,NA,NA,13
OR1N2_HUMAN,0.000188644,1,0.12,NA,NA,NA,NA,NA,NA,13
LSP1_HUMAN,0.000188644,1,0.12,NA,NA,NA,NA,NA,NA,13
NHRF2_HUMAN,0.000188644,1,0.12,NA,NA,NA,NA,NA,NA,13
AT2A2_HUMAN,0.000565931,3,0.12,NA,NA,NA,NA,NA,NA,13
BORG4_HUMAN,0.000188644,1,0.12,NA,NA,NA,NA,NA,NA,13
APOH_HUMAN,0.000188644,1,0.12,NA,NA,NA,NA,NA,NA,13
STIM1_HUMAN,0.000377287,2,0.12,NA,NA,NA,NA,NA,NA,13
MOGT1_HUMAN,0.000188644,1,0.11,NA,NA,NA,NA,NA,NA,13
NHRF1_HUMAN,0.000188644,1,0.11,NA,NA,NA,NA,NA,NA,13
ALDOC_HUMAN,0.000188644,1,0.11,NA,NA,NA,NA,NA,NA,13
VASP_HUMAN,0.000188644,1,0.11,NA,NA,NA,NA,NA,NA,13
ROCK2_HUMAN,0.000943218,4,0.11,NA,NA,NA,NA,NA,NA,13
PECA1_HUMAN,0.000377287,2,0.11,NA,NA,NA,NA,NA,NA,13
GLI4_HUMAN,0.000188644,1,0.11,NA,NA,NA,NA,NA,NA,13
ESAM_HUMAN,0.000188644,1,0.11,NA,NA,NA,NA,NA,NA,13
ITA6_HUMAN,0.000565931,3,0.11,NA,NA,NA,NA,NA,NA,13
FETUB_HUMAN,0.000188644,1,0.11,NA,NA,NA,NA,NA,NA,13
PARVA_HUMAN,0.000188644,1,0.1,NA,NA,NA,NA,NA,NA,13
TERA_HUMAN,0.000377287,2,0.1,NA,NA,NA,NA,NA,NA,13
PGK1_HUMAN,0.000188644,1,0.1,NA,NA,NA,NA,NA,NA,13
ARP2_HUMAN,0.000188644,1,0.1,NA,NA,NA,NA,NA,NA,13
AR6P4_HUMAN,0.000188644,1,0.1,NA,NA,NA,NA,NA,NA,13
BHMT1_HUMAN,0.000188644,1,0.1,NA,NA,NA,NA,NA,NA,13
B4GT5_HUMAN,0.000188644,1,0.1,NA,NA,NA,NA,NA,NA,13
NP1L1_HUMAN,0.000188644,1,0.1,NA,NA,NA,NA,NA,NA,13
PCOC2_HUMAN,0.000188644,1,0.1,NA,NA,NA,NA,NA,NA,13
ACY1_HUMAN,0.000188644,1,0.1,NA,NA,NA,NA,NA,NA,13
CFAH_HUMAN,0.000754575,3,0.1,NA,NA,NA,NA,NA,NA,13
DMKN_HUMAN,0.000188644,1,0.09,NA,NA,NA,NA,NA,NA,13
AATM_HUMAN,0.000188644,1,0.09,NA,NA,NA,NA,NA,NA,13
QCR2_HUMAN,0.000188644,1,0.09,NA,NA,NA,NA,NA,NA,13
ZPI_HUMAN,0.000188644,1,0.09,NA,NA,NA,NA,NA,NA,13
MGAT1_HUMAN,0.000188644,1,0.09,NA,NA,NA,NA,NA,NA,13
K1C16_HUMAN,0.000188644,1,0.09,NA,NA,NA,NA,NA,NA,13
FA9_HUMAN,0.000188644,1,0.08,NA,NA,NA,NA,NA,NA,13
CBPN_HUMAN,0.000188644,1,0.08,NA,NA,NA,NA,NA,NA,13
CABYR_HUMAN,0.000188644,1,0.08,NA,NA,NA,NA,NA,NA,13
WASP_HUMAN,0.000188644,1,0.08,NA,NA,NA,NA,NA,NA,13
CD36_HUMAN,0.000188644,1,0.08,NA,NA,NA,NA,NA,NA,13
ANGT_HUMAN,0.000188644,1,0.08,NA,NA,NA,NA,NA,NA,13
RORB_HUMAN,0.000188644,1,0.08,NA,NA,NA,NA,NA,NA,13
SYWC_HUMAN,0.000188644,1,0.08,NA,NA,NA,NA,NA,NA,13
VIME_HUMAN,0.000188644,1,0.08,NA,NA,NA,NA,NA,NA,13
GTR3_HUMAN,0.000188644,1,0.08,NA,NA,NA,NA,NA,NA,13
GTR1_HUMAN,0.000377287,1,0.08,NA,NA,NA,NA,NA,NA,13
CX049_HUMAN,0.000188644,1,0.08,NA,NA,NA,NA,NA,NA,13
A2AP_HUMAN,0.000188644,1,0.08,NA,NA,NA,NA,NA,NA,13
LARP6_HUMAN,0.000188644,1,0.08,NA,NA,NA,NA,NA,NA,13
IGD_HUMAN,0.000188644,1,0.08,NA,NA,NA,NA,NA,NA,13
ATL4_HUMAN,0.000377287,2,0.08,NA,NA,NA,NA,NA,NA,13
MEPE_HUMAN,0.000188644,1,0.07,NA,NA,NA,NA,NA,NA,13
SPIT1_HUMAN,0.000188644,1,0.07,NA,NA,NA,NA,NA,NA,13
ZN439_HUMAN,0.000188644,1,0.07,NA,NA,NA,NA,NA,NA,13
GMCL1_HUMAN,0.000188644,1,0.07,NA,NA,NA,NA,NA,NA,13
TKFC_HUMAN,0.000188644,1,0.07,NA,NA,NA,NA,NA,NA,13
HPSE_HUMAN,0.000188644,1,0.07,NA,NA,NA,NA,NA,NA,13
NR5A2_HUMAN,0.000188644,1,0.07,NA,NA,NA,NA,NA,NA,13
SPS2L_HUMAN,0.000188644,1,0.07,NA,NA,NA,NA,NA,NA,13
NPNT_HUMAN,0.000188644,1,0.07,NA,NA,NA,NA,NA,NA,13
DPYL2_HUMAN,0.000188644,1,0.07,NA,NA,NA,NA,NA,NA,13
FHOD1_HUMAN,0.000377287,2,0.07,NA,NA,NA,NA,NA,NA,13
TBCC1_HUMAN,0.000188644,1,0.07,NA,NA,NA,NA,NA,NA,13
CLH1_HUMAN,0.000565931,3,0.07,NA,NA,NA,NA,NA,NA,13
PDLI5_HUMAN,0.000188644,1,0.07,NA,NA,NA,NA,NA,NA,13
PAK4_HUMAN,0.000188644,1,0.07,NA,NA,NA,NA,NA,NA,13
LG3BP_HUMAN,0.000188644,1,0.07,NA,NA,NA,NA,NA,NA,13
2AAA_HUMAN,0.000188644,1,0.07,NA,NA,NA,NA,NA,NA,13
WDR1_HUMAN,0.000188644,1,0.07,NA,NA,NA,NA,NA,NA,13
STXB2_HUMAN,0.000188644,1,0.07,NA,NA,NA,NA,NA,NA,13
CO8B_HUMAN,0.000188644,1,0.06,NA,NA,NA,NA,NA,NA,13
OTOP1_HUMAN,0.000188644,1,0.06,NA,NA,NA,NA,NA,NA,13
FA12_HUMAN,0.000188644,1,0.06,NA,NA,NA,NA,NA,NA,13
PPR18_HUMAN,0.000188644,1,0.06,NA,NA,NA,NA,NA,NA,13
I18RA_HUMAN,0.000188644,1,0.06,NA,NA,NA,NA,NA,NA,13
TRM2A_HUMAN,0.000188644,1,0.06,NA,NA,NA,NA,NA,NA,13
MMP16_HUMAN,0.000188644,1,0.06,NA,NA,NA,NA,NA,NA,13
PLSL_HUMAN,0.000188644,1,0.06,NA,NA,NA,NA,NA,NA,13
HGFA_HUMAN,0.000188644,1,0.06,NA,NA,NA,NA,NA,NA,13
CP100_HUMAN,0.000188644,1,0.06,NA,NA,NA,NA,NA,NA,13
CRAC1_HUMAN,0.000188644,1,0.06,NA,NA,NA,NA,NA,NA,13
GP1BA_HUMAN,0.000188644,1,0.06,NA,NA,NA,NA,NA,NA,13
S28A1_HUMAN,0.000188644,1,0.06,NA,NA,NA,NA,NA,NA,13
WDR70_HUMAN,0.000188644,1,0.06,NA,NA,NA,NA,NA,NA,13
ZN185_HUMAN,0.000188644,1,0.06,NA,NA,NA,NA,NA,NA,13
PF21A_HUMAN,0.000188644,1,0.06,NA,NA,NA,NA,NA,NA,13
PROS_HUMAN,0.000377287,1,0.06,NA,NA,NA,NA,NA,NA,13
KPCB_HUMAN,0.000188644,1,0.06,NA,NA,NA,NA,NA,NA,13
SAM15_HUMAN,0.000188644,1,0.06,NA,NA,NA,NA,NA,NA,13
CASP_HUMAN,0.000188644,1,0.06,NA,NA,NA,NA,NA,NA,13
MASP1_HUMAN,0.000188644,1,0.05,NA,NA,NA,NA,NA,NA,13
RTF1_HUMAN,0.000188644,1,0.05,NA,NA,NA,NA,NA,NA,13
ADDB_HUMAN,0.000188644,1,0.05,NA,NA,NA,NA,NA,NA,13
ADDA_HUMAN,0.000188644,1,0.05,NA,NA,NA,NA,NA,NA,13
F13A_HUMAN,0.000188644,1,0.05,NA,NA,NA,NA,NA,NA,13
CO2_HUMAN,0.000188644,1,0.05,NA,NA,NA,NA,NA,NA,13
PERM_HUMAN,0.000188644,1,0.05,NA,NA,NA,NA,NA,NA,13
HMMR_HUMAN,0.000188644,1,0.05,NA,NA,NA,NA,NA,NA,13
TFR1_HUMAN,0.000188644,1,0.05,NA,NA,NA,NA,NA,NA,13
ACON_HUMAN,0.000188644,1,0.05,NA,NA,NA,NA,NA,NA,13
FYB1_HUMAN,0.000188644,1,0.05,NA,NA,NA,NA,NA,NA,13
VMA5A_HUMAN,0.000188644,1,0.05,NA,NA,NA,NA,NA,NA,13
HIPL1_HUMAN,0.000188644,1,0.05,NA,NA,NA,NA,NA,NA,13
TAP1_HUMAN,0.000188644,1,0.05,NA,NA,NA,NA,NA,NA,13
PCDBA_HUMAN,0.000188644,1,0.05,NA,NA,NA,NA,NA,NA,13
ABLM1_HUMAN,0.000188644,1,0.05,NA,NA,NA,NA,NA,NA,13
GPAT2_HUMAN,0.000188644,1,0.05,NA,NA,NA,NA,NA,NA,13
CPT1A_HUMAN,0.000188644,1,0.05,NA,NA,NA,NA,NA,NA,13
PHLD_HUMAN,0.000188644,1,0.05,NA,NA,NA,NA,NA,NA,13
CDC5L_HUMAN,0.000188644,1,0.05,NA,NA,NA,NA,NA,NA,13
TUT4_HUMAN,0.000377287,2,0.05,NA,NA,NA,NA,NA,NA,13
ENPL_HUMAN,0.000188644,1,0.05,NA,NA,NA,NA,NA,NA,13
CALD1_HUMAN,0.000188644,1,0.05,NA,NA,NA,NA,NA,NA,13
LTBP1_HUMAN,0.000377287,2,0.05,NA,NA,NA,NA,NA,NA,13
CCD87_HUMAN,0.000377287,1,0.04,NA,NA,NA,NA,NA,NA,13
GRIA2_HUMAN,0.000188644,1,0.04,NA,NA,NA,NA,NA,NA,13
RBM25_HUMAN,0.000188644,1,0.04,NA,NA,NA,NA,NA,NA,13
AMPD2_HUMAN,0.000188644,1,0.04,NA,NA,NA,NA,NA,NA,13
PCDG3_HUMAN,0.000188644,1,0.04,NA,NA,NA,NA,NA,NA,13
VWF_HUMAN,0.000565931,3,0.04,NA,NA,NA,NA,NA,NA,13
SLN11_HUMAN,0.000188644,1,0.04,NA,NA,NA,NA,NA,NA,13
UBP26_HUMAN,0.000188644,1,0.04,NA,NA,NA,NA,NA,NA,13
MSH2_HUMAN,0.000188644,1,0.04,NA,NA,NA,NA,NA,NA,13
PAXB1_HUMAN,0.000188644,1,0.04,NA,NA,NA,NA,NA,NA,13
ZBTB4_HUMAN,0.000188644,1,0.04,NA,NA,NA,NA,NA,NA,13
TAOK3_HUMAN,0.000188644,1,0.04,NA,NA,NA,NA,NA,NA,13
NFKB1_HUMAN,0.000188644,1,0.04,NA,NA,NA,NA,NA,NA,13
LONM_HUMAN,0.000188644,1,0.04,NA,NA,NA,NA,NA,NA,13
EMIL1_HUMAN,0.000188644,1,0.04,NA,NA,NA,NA,NA,NA,13
BRDT_HUMAN,0.000188644,1,0.04,NA,NA,NA,NA,NA,NA,13
EMAL4_HUMAN,0.000188644,1,0.04,NA,NA,NA,NA,NA,NA,13
MOONR_HUMAN,0.000188644,1,0.04,NA,NA,NA,NA,NA,NA,13
STK10_HUMAN,0.000188644,1,0.04,NA,NA,NA,NA,NA,NA,13
ITA5_HUMAN,0.000188644,1,0.04,NA,NA,NA,NA,NA,NA,13
ESYT1_HUMAN,0.000188644,1,0.04,NA,NA,NA,NA,NA,NA,13
NEMF_HUMAN,0.000188644,1,0.04,NA,NA,NA,NA,NA,NA,13
PDE3A_HUMAN,0.000188644,1,0.03,NA,NA,NA,NA,NA,NA,13
ITA2_HUMAN,0.000188644,1,0.03,NA,NA,NA,NA,NA,NA,13
RTN4_HUMAN,0.000188644,1,0.03,NA,NA,NA,NA,NA,NA,13
GRM1_HUMAN,0.000188644,1,0.03,NA,NA,NA,NA,NA,NA,13
FA8_HUMAN,0.000377287,2,0.03,NA,NA,NA,NA,NA,NA,13
ZO2_HUMAN,0.000188644,1,0.03,NA,NA,NA,NA,NA,NA,13
SORC3_HUMAN,0.000188644,1,0.03,NA,NA,NA,NA,NA,NA,13
AT8B4_HUMAN,0.000188644,1,0.03,NA,NA,NA,NA,NA,NA,13
NID1_HUMAN,0.000188644,1,0.03,NA,NA,NA,NA,NA,NA,13
DIAP1_HUMAN,0.000188644,1,0.03,NA,NA,NA,NA,NA,NA,13
IL16_HUMAN,0.000188644,1,0.03,NA,NA,NA,NA,NA,NA,13
FLII_HUMAN,0.000188644,1,0.03,NA,NA,NA,NA,NA,NA,13
PTPRJ_HUMAN,0.000188644,1,0.03,NA,NA,NA,NA,NA,NA,13
PTPRC_HUMAN,0.000188644,1,0.03,NA,NA,NA,NA,NA,NA,13
PRG4_HUMAN,0.000188644,1,0.03,NA,NA,NA,NA,NA,NA,13
CCDC7_HUMAN,0.000188644,1,0.03,NA,NA,NA,NA,NA,NA,13
COGA1_HUMAN,0.000188644,1,0.03,NA,NA,NA,NA,NA,NA,13
ROCK1_HUMAN,0.000188644,1,0.03,NA,NA,NA,NA,NA,NA,13
PTPRM_HUMAN,0.000188644,1,0.03,NA,NA,NA,NA,NA,NA,13
ARH40_HUMAN,0.000188644,1,0.03,NA,NA,NA,NA,NA,NA,13
CCD18_HUMAN,0.000188644,1,0.03,NA,NA,NA,NA,NA,NA,13
DIP2B_HUMAN,0.000188644,1,0.03,NA,NA,NA,NA,NA,NA,13
S31D1_HUMAN,0.000188644,1,0.02,NA,NA,NA,NA,NA,NA,13
PLEC_HUMAN,0.000565931,3,0.02,NA,NA,NA,NA,NA,NA,13
NEST_HUMAN,0.000188644,1,0.02,NA,NA,NA,NA,NA,NA,13
IQGA2_HUMAN,0.000188644,1,0.02,NA,NA,NA,NA,NA,NA,13
KIF14_HUMAN,0.000565931,1,0.02,NA,NA,NA,NA,NA,NA,13
TIAM2_HUMAN,0.000188644,1,0.02,NA,NA,NA,NA,NA,NA,13
BRCA1_HUMAN,0.000188644,1,0.02,NA,NA,NA,NA,NA,NA,13
NYNRI_HUMAN,0.000188644,1,0.02,NA,NA,NA,NA,NA,NA,13
TAF1_HUMAN,0.000188644,1,0.02,NA,NA,NA,NA,NA,NA,13
APC1_HUMAN,0.000188644,1,0.02,NA,NA,NA,NA,NA,NA,13
MYH2_HUMAN,0.000188644,1,0.02,NA,NA,NA,NA,NA,NA,13
MYH7_HUMAN,0.000188644,1,0.02,NA,NA,NA,NA,NA,NA,13
ANR12_HUMAN,0.000188644,1,0.02,NA,NA,NA,NA,NA,NA,13
ICE1_HUMAN,0.000188644,1,0.02,NA,NA,NA,NA,NA,NA,13
CAC1C_HUMAN,0.000188644,1,0.02,NA,NA,NA,NA,NA,NA,13
APOA_HUMAN,0.000377287,2,0.02,NA,NA,NA,NA,NA,NA,13
ITPR1_HUMAN,0.000188644,1,0.01,NA,NA,NA,NA,NA,NA,13
WDR87_HUMAN,0.000188644,1,0.01,NA,NA,NA,NA,NA,NA,13
PCD16_HUMAN,0.000188644,1,0.01,NA,NA,NA,NA,NA,NA,13
ASPM_HUMAN,0.000188644,1,0.01,NA,NA,NA,NA,NA,NA,13
AKAP9_HUMAN,0.000188644,1,0.01,NA,NA,NA,NA,NA,NA,13
ABCAD_HUMAN,0.000188644,1,0.01,NA,NA,NA,NA,NA,NA,13
RN213_HUMAN,0.000188644,1,0.01,NA,NA,NA,NA,NA,NA,13
TITIN_HUMAN,0.000188644,1,0,NA,NA,NA,NA,NA,NA,13
